source,target,version,fromRole,toRole
wallet.ui.AddressBookActivity,wallet.ui.SendingAddressesFragment,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.AddressBookActivity,wallet.ui.WalletAddressesFragment,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.AmountCalculatorFragment,wallet.ui.CurrencyAmountView,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.CurrencyAmountView,wallet.ui.CurrencyCodeDrawable,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Information Holder
wallet.ui.ExchangeRatesFragment,wallet.WalletApplication,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.RequestCoinsActivity,wallet.ui.AbstractWalletActivity,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Coordinator,Structurer
wallet.ui.RequestCoinsFragment,wallet.WalletApplication,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.RequestCoinsFragment,wallet.ui.CurrencyAmountView,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.SendCoinsActivity,wallet.ui.AbstractWalletActivity,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Structurer
wallet.ui.SendCoinsFragment,wallet.WalletApplication,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.SendCoinsFragment,wallet.service.BlockchainService,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.SendCoinsFragment,wallet.ui.CurrencyAmountView,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.TransactionActivity,wallet.ui.AbstractWalletActivity,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Structurer
wallet.ui.WalletActivity,wallet.service.BlockchainService,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.WalletActivity,wallet.ui.AbstractWalletActivity,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Structurer
wallet.ui.WalletAddressFragment,wallet.WalletApplication,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.WalletAddressesFragment,wallet.WalletApplication,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.WalletBalanceFragment,wallet.WalletApplication,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.WalletBalanceFragment,wallet.ui.CurrencyAmountView,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.DetermineFirstSeenThread,wallet.Constants,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Coordinator,Information Holder
wallet.DetermineFirstSeenThread,wallet.util.IOUtils,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Coordinator,Service Provider
wallet.DetermineFirstSeenThread,wallet.util.Iso8601Format,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Coordinator,Service Provider
wallet.service.BlockchainServiceImpl,wallet.WalletApplication,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.service.BlockchainServiceImpl,wallet.service.BlockchainService,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Information Holder
wallet.ui.AbstractWalletActivity,wallet.WalletApplication,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Structurer,Interfacer
wallet.ui.AddressBookActivity,wallet.ui.AbstractWalletActivity,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Structurer
wallet.ui.AddressBookActivity,wallet.ui.SendingAddressesFragment,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.ui.AddressBookActivity,wallet.ui.WalletAddressesFragment,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.ui.AmountCalculatorFragment,wallet.ui.AbstractWalletActivity,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Structurer
wallet.ui.AmountCalculatorFragment,wallet.ui.CurrencyAmountView,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.ui.CurrencyAmountView,wallet.ui.CurrencyCodeDrawable,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Information Holder
wallet.ui.ExchangeRatesFragment,wallet.WalletApplication,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.ui.ExchangeRatesFragment,wallet.ui.AbstractWalletActivity,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Structurer
wallet.ui.PeerListFragment,wallet.service.BlockchainService,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Information Holder
wallet.ui.PeerListFragment,wallet.ui.AbstractWalletActivity,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Structurer
wallet.ui.PeerMonitorActivity,wallet.ui.AbstractWalletActivity,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Service Provider,Structurer
wallet.ui.RequestCoinsActivity,wallet.ui.AbstractWalletActivity,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Coordinator,Structurer
wallet.ui.RequestCoinsFragment,wallet.WalletApplication,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.ui.RequestCoinsFragment,wallet.ui.AbstractWalletActivity,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Structurer
wallet.ui.RequestCoinsFragment,wallet.ui.AmountCalculatorFragment,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.ui.RequestCoinsFragment,wallet.ui.CurrencyAmountView,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.ui.SendCoinsActivity,wallet.ui.AbstractWalletActivity,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Structurer
wallet.ui.SendCoinsFragment,wallet.WalletApplication,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.ui.SendCoinsFragment,wallet.service.BlockchainService,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Information Holder
wallet.ui.SendCoinsFragment,wallet.ui.AbstractWalletActivity,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Structurer
wallet.ui.SendCoinsFragment,wallet.ui.AmountCalculatorFragment,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.ui.SendCoinsFragment,wallet.ui.CurrencyAmountView,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.ui.SendingAddressesFragment,wallet.ui.AbstractWalletActivity,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Structurer
wallet.ui.TransactionActivity,wallet.ui.AbstractWalletActivity,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Structurer
wallet.ui.WalletActivity,wallet.ui.AbstractWalletActivity,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Structurer
wallet.ui.WalletAddressFragment,wallet.WalletApplication,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.ui.WalletAddressesFragment,wallet.WalletApplication,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.ui.WalletAddressesFragment,wallet.ui.AddressBookActivity,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.ui.WalletBalanceFragment,wallet.WalletApplication,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.ui.WalletBalanceFragment,wallet.ui.CurrencyAmountView,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.DetermineFirstSeenThread,wallet.Constants,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Coordinator,Information Holder
wallet.DetermineFirstSeenThread,wallet.util.IOUtils,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Coordinator,Service Provider
wallet.DetermineFirstSeenThread,wallet.util.Iso8601Format,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Coordinator,Service Provider
wallet.service.BlockchainServiceImpl,wallet.WalletApplication,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Interfacer
wallet.service.BlockchainServiceImpl,wallet.service.BlockchainService,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Information Holder
wallet.ui.AbstractWalletActivity,wallet.WalletApplication,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Structurer,Interfacer
wallet.ui.AddressBookActivity,wallet.ui.AbstractWalletActivity,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Structurer
wallet.ui.AddressBookActivity,wallet.ui.SendingAddressesFragment,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Interfacer
wallet.ui.AddressBookActivity,wallet.ui.WalletAddressesFragment,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Interfacer
wallet.ui.AmountCalculatorFragment,wallet.ui.AbstractWalletActivity,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Structurer
wallet.ui.AmountCalculatorFragment,wallet.ui.CurrencyAmountView,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Interfacer
wallet.ui.CurrencyAmountView,wallet.ui.CurrencyCodeDrawable,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Information Holder
wallet.ui.ExchangeRatesFragment,wallet.WalletApplication,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Interfacer
wallet.ui.ExchangeRatesFragment,wallet.ui.AbstractWalletActivity,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Structurer
wallet.ui.PeerListFragment,wallet.service.BlockchainService,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Information Holder
wallet.ui.PeerListFragment,wallet.ui.AbstractWalletActivity,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Structurer
wallet.ui.PeerMonitorActivity,wallet.ui.AbstractWalletActivity,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Service Provider,Structurer
wallet.ui.PreferencesActivity,wallet.WalletApplication,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Coordinator,Interfacer
wallet.ui.RequestCoinsActivity,wallet.ui.AbstractWalletActivity,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Coordinator,Structurer
wallet.ui.RequestCoinsFragment,wallet.WalletApplication,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Interfacer
wallet.ui.RequestCoinsFragment,wallet.ui.AbstractWalletActivity,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Structurer
wallet.ui.RequestCoinsFragment,wallet.ui.AmountCalculatorFragment,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Interfacer
wallet.ui.RequestCoinsFragment,wallet.ui.CurrencyAmountView,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Interfacer
wallet.ui.SendCoinsActivity,wallet.ui.AbstractWalletActivity,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Structurer
wallet.ui.SendCoinsFragment,wallet.WalletApplication,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Interfacer
wallet.ui.SendCoinsFragment,wallet.service.BlockchainService,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Information Holder
wallet.ui.SendCoinsFragment,wallet.ui.AbstractWalletActivity,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Structurer
wallet.ui.SendCoinsFragment,wallet.ui.AmountCalculatorFragment,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Interfacer
wallet.ui.SendCoinsFragment,wallet.ui.CurrencyAmountView,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Interfacer
wallet.ui.SendCoinsFragment,wallet.ui.TransactionsListAdapter,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Service Provider
wallet.ui.SendingAddressesFragment,wallet.ui.AbstractWalletActivity,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Structurer
wallet.ui.TransactionActivity,wallet.ui.AbstractWalletActivity,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Structurer
wallet.ui.TransactionsListFragment,wallet.WalletApplication,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Interfacer
wallet.ui.TransactionsListFragment,wallet.ui.AbstractWalletActivity,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Structurer
wallet.ui.TransactionsListFragment,wallet.ui.TransactionsListAdapter,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Service Provider
wallet.ui.WalletActivity,wallet.ui.AbstractWalletActivity,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Structurer
wallet.ui.WalletAddressFragment,wallet.WalletApplication,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Interfacer
wallet.ui.WalletAddressesFragment,wallet.WalletApplication,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Interfacer
wallet.ui.WalletAddressesFragment,wallet.ui.AddressBookActivity,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Interfacer
wallet.ui.WalletBalanceFragment,wallet.WalletApplication,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Interfacer
wallet.ui.WalletBalanceFragment,wallet.ui.CurrencyAmountView,2012-10-02-bitcoin-wallet-dde385ca3aec2949df57747286b772a22d617b8a,Interfacer,Interfacer
wallet.camera.CameraSupportManager,wallet.camera.CameraInterface,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Service Provider,Service Provider
wallet.camera.CameraSupportManager,wallet.util.PlatformSupportManager,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Service Provider,Service Provider
wallet.camera.DefaultCameraInterface,wallet.camera.CameraInterface,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Service Provider,Service Provider
wallet.camera.GingerbreadCameraInterface,wallet.camera.CameraInterface,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Service Provider,Service Provider
wallet.service.BlockchainServiceImpl,wallet.WalletApplication,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Interfacer,Interfacer
wallet.service.BlockchainServiceImpl,wallet.service.BlockchainService,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Interfacer,Information Holder
wallet.ui.AbstractWalletActivity,wallet.WalletApplication,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Structurer,Interfacer
wallet.ui.AddressBookActivity,wallet.ui.AbstractWalletActivity,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Coordinator,Structurer
wallet.ui.AddressBookActivity,wallet.ui.SendingAddressesFragment,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Coordinator,Interfacer
wallet.ui.AddressBookActivity,wallet.ui.WalletAddressesFragment,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Coordinator,Interfacer
wallet.ui.AmountCalculatorFragment,wallet.ui.AbstractWalletActivity,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Interfacer,Structurer
wallet.ui.AmountCalculatorFragment,wallet.ui.CurrencyAmountView,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Interfacer,Interfacer
wallet.ui.CurrencyAmountView,wallet.ui.CurrencyCodeDrawable,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Interfacer,Information Holder
wallet.ui.ExchangeRatesActivity,wallet.ui.AbstractWalletActivity,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Service Provider,Structurer
wallet.ui.ExchangeRatesFragment,wallet.WalletApplication,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Interfacer,Interfacer
wallet.ui.ExchangeRatesFragment,wallet.ui.AbstractWalletActivity,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Interfacer,Structurer
wallet.ui.PeerListFragment,wallet.service.BlockchainService,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Interfacer,Information Holder
wallet.ui.PeerListFragment,wallet.ui.AbstractWalletActivity,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Interfacer,Structurer
wallet.ui.PeerMonitorActivity,wallet.ui.AbstractWalletActivity,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Service Provider,Structurer
wallet.ui.PreferencesActivity,wallet.WalletApplication,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Coordinator,Interfacer
wallet.ui.RequestCoinsActivity,wallet.ui.AbstractWalletActivity,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Coordinator,Structurer
wallet.ui.RequestCoinsFragment,wallet.WalletApplication,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Interfacer,Interfacer
wallet.ui.RequestCoinsFragment,wallet.ui.AbstractWalletActivity,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Interfacer,Structurer
wallet.ui.RequestCoinsFragment,wallet.ui.AmountCalculatorFragment,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Interfacer,Interfacer
wallet.ui.RequestCoinsFragment,wallet.ui.CurrencyAmountView,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Interfacer,Interfacer
wallet.ui.ScanActivity,wallet.camera.CameraManager,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Interfacer,Structurer
wallet.ui.ScanActivity,wallet.ui.ScannerView,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Interfacer,Interfacer
wallet.ui.SendCoinsActivity,wallet.ui.AbstractWalletActivity,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Interfacer,Structurer
wallet.ui.SendCoinsFragment,wallet.WalletApplication,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Interfacer,Interfacer
wallet.ui.SendCoinsFragment,wallet.service.BlockchainService,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Interfacer,Information Holder
wallet.ui.SendCoinsFragment,wallet.ui.AbstractWalletActivity,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Interfacer,Structurer
wallet.ui.SendCoinsFragment,wallet.ui.AmountCalculatorFragment,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Interfacer,Interfacer
wallet.ui.SendCoinsFragment,wallet.ui.CurrencyAmountView,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Interfacer,Interfacer
wallet.ui.SendCoinsFragment,wallet.ui.TransactionsListAdapter,2013-01-01-bitcoin-wallet-0a1c9ccc6c7cc84149cb3e44c3d08bba04076b80,Interfacer,Service Provider
